PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 567                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P015"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:07.39                        
START_TIME                    = 2001-11-03T20:10:45.00Z                       
STOP_TIME                     = 2001-11-03T20:19:29.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 525                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 015 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -262.0  86.5   -8.3 22.6 118.4 209.53  -0.042  0.247                         
 -261.0  86.4   -9.4 22.6 118.4 208.83  -0.127  0.248                         
 -260.0  86.4  -10.5 22.5 118.4 208.13  -0.004  0.246                         
 -259.0  86.4  -11.7 22.4 118.4 207.44  -0.142  0.248                         
 -258.0  86.4  -12.8 22.3 118.4 206.75  -0.117  0.247                         
 -257.0  86.4  -13.9 22.3 118.4 206.06  -0.054  0.247                         
 -256.0  86.3  -15.0 22.2 118.4 205.37   0.105  0.247                         
 -255.0  86.3  -16.1 22.1 118.4 204.69  -0.097  0.247                         
 -254.0  86.3  -17.1 22.1 118.3 204.01  -0.016  0.246                         
 -253.0  86.3  -18.2 22.0 118.3 203.33   0.236  0.249                         
 -252.0  86.3  -19.2 21.9 118.3 202.65   0.115  0.247                         
 -251.0  86.2  -20.3 21.8 118.3 201.98  -0.008  0.246                         
 -250.0  86.2  -21.3 21.8 118.3 201.30   0.030  0.247                         
 -249.0  86.2  -22.3 21.7 118.3 200.63   0.015  0.246                         
 -248.0  86.1  -23.3 21.7 118.3 199.97  -0.177  0.248                         
 -247.0  86.1  -24.2 21.6 118.2 199.30   0.186  0.248                         
 -246.0  86.1  -25.2 21.5 118.2 198.64   0.023  0.246                         
 -245.0  86.0  -26.1 21.5 118.2 197.98  -0.068  0.247                         
 -244.0  86.0  -27.0 21.4 118.2 197.32  -0.160  0.248                         
 -243.0  86.0  -27.9 21.3 118.2 196.67  -0.054  0.247                         
 -242.0  85.9  -28.8 21.3 118.2 196.02  -0.060  0.247                         
 -241.0  85.9  -29.7 21.2 118.2 195.37  -0.153  0.248                         
 -240.0  85.9  -30.6 21.2 118.1 194.72   0.102  0.247                         
 -239.0  85.8  -31.4 21.1 118.1 194.07  -0.119  0.247                         
 -238.0  85.8  -32.2 21.1 118.1 193.43  -0.045  0.247                         
 -237.0  85.7  -33.1 21.0 118.1 192.79  -0.006  0.246                         
 -236.0  85.7  -33.9 20.9 118.1 192.15   0.041  0.247                         
 -235.0  85.7  -34.6 20.9 118.1 191.52   0.009  0.246                         
 -234.0  85.6  -35.4 20.8 118.1 190.89  -0.016  0.246                         
 -233.0  85.6  -36.2 20.8 118.0 190.26  -0.234  0.249                         
 -232.0  85.5  -36.9 20.7 118.0 189.63  -0.074  0.247                         
 -231.0  85.5  -37.6 20.7 118.0 189.00   0.117  0.247                         
 -230.0  85.4  -38.3 20.7 118.0 188.38   0.049  0.247                         
 -229.0  85.4  -39.0 20.6 118.0 187.76   0.096  0.247                         
 -228.0  85.3  -39.7 20.6 118.0 187.14  -0.071  0.247                         
 -227.0  85.3  -40.4 20.5 118.0 186.53   0.086  0.247                         
 -226.0  85.2  -41.0 20.5 117.9 185.91  -0.018  0.246                         
 -225.0  85.2  -41.7 20.4 117.9 185.30   0.022  0.246                         
 -224.0  85.1  -42.3 20.4 117.9 184.70  -0.033  0.247                         
 -223.0  85.1  -42.9 20.3 117.9 184.09   0.046  0.247                         
 -222.0  85.0  -43.5 20.3 117.9 183.49   0.099  0.247                         
 -221.0  85.0  -44.1 20.3 117.9 182.89  -0.120  0.247                         
 -220.0  84.9  -44.7 20.2 117.8 182.29  -0.013  0.246                         
 -219.0  84.9  -45.2 20.2 117.8 181.69   0.064  0.247                         
 -218.0  84.8  -45.8 20.2 117.8 181.10   0.018  0.246                         
