PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 564                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P016"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:07.73                        
START_TIME                    = 2001-11-04T14:04:41.00Z                       
STOP_TIME                     = 2001-11-04T14:13:22.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 522                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 016 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -261.0  86.5   91.1 22.7 118.5 209.65   0.005  0.331                         
 -260.0  86.4   89.9 22.6 118.5 208.95  -0.302  0.334                         
 -259.0  86.4   88.8 22.5 118.4 208.26   0.227  0.333                         
 -258.0  86.4   87.6 22.5 118.4 207.57   0.028  0.331                         
 -257.0  86.4   86.5 22.4 118.4 206.88   0.134  0.332                         
 -256.0  86.4   85.4 22.3 118.4 206.19   0.078  0.332                         
 -255.0  86.4   84.3 22.2 118.4 205.51  -0.121  0.332                         
 -254.0  86.3   83.2 22.2 118.4 204.83   0.027  0.331                         
 -253.0  86.3   82.1 22.1 118.4 204.15   0.134  0.332                         
 -252.0  86.3   81.1 22.0 118.3 203.47   0.114  0.332                         
 -251.0  86.3   80.0 21.9 118.3 202.80  -0.170  0.333                         
 -250.0  86.2   79.0 21.9 118.3 202.13  -0.068  0.332                         
 -249.0  86.2   78.0 21.8 118.3 201.46  -0.118  0.332                         
 -248.0  86.2   76.9 21.7 118.3 200.79   0.039  0.332                         
 -247.0  86.2   76.0 21.7 118.3 200.13  -0.140  0.333                         
 -246.0  86.1   75.0 21.6 118.3 199.46   0.025  0.331                         
 -245.0  86.1   74.0 21.5 118.2 198.81  -0.103  0.332                         
 -244.0  86.1   73.1 21.5 118.2 198.15   0.071  0.332                         
 -243.0  86.0   72.1 21.4 118.2 197.49   0.090  0.332                         
 -242.0  86.0   71.2 21.4 118.2 196.84  -0.022  0.331                         
 -241.0  86.0   70.3 21.3 118.2 196.19   0.125  0.332                         
 -240.0  85.9   69.4 21.2 118.2 195.54  -0.108  0.332                         
 -239.0  85.9   68.5 21.2 118.2 194.90   0.230  0.333                         
 -238.0  85.8   67.7 21.1 118.1 194.26  -0.146  0.333                         
