    2001-12-05T04:49:31.681    -454.00000    3704.96760     324.43721      67.76627     240.45046       3.39250     126.76287     284.79461   9.41936E-02  -4.25649E+00  -9.19920E-01   4.35578E+00   1.13834E-03   3.70620E-05   3.47890E-05   1.22571E+01  -1.21924E+01  -1.26771E+00  -1.33560E-04   1.23376E-04   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:32.681    -453.00000    3704.02192     323.50653      67.83081     240.41700       3.39056     126.74231     284.79462   9.37797E-02  -4.25755E+00  -9.18195E-01   4.35645E+00   1.13448E-03   3.92328E-05   3.51934E-05   1.22316E+01  -1.21673E+01  -1.26183E+00  -2.66600E-04  -9.69214E-06   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:33.681    -452.00000    3703.07797     322.57758      67.89537     240.38335       3.38861     126.72168     284.79462   9.33678E-02  -4.25861E+00  -9.16484E-01   4.35711E+00   1.12541E-03   4.37330E-05   3.53898E-05   1.22062E+01  -1.21424E+01  -1.25598E+00  -2.28530E-04   2.83493E-05   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:34.681    -451.00000    3702.13575     321.65013      67.95997     240.34953       3.38667     126.70100     284.79463   9.29590E-02  -4.25966E+00  -9.14767E-01   4.35777E+00   1.13707E-03   4.23383E-05   3.55153E-05   1.21808E+01  -1.21175E+01  -1.25017E+00  -4.31630E-04  -1.74779E-04  -3.43563E-07   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:35.681    -450.00000    3701.19528     320.72438      68.02459     240.31553       3.38472     126.68025     284.79464   9.25426E-02  -4.26071E+00  -9.13052E-01   4.35843E+00   1.13730E-03   4.19571E-05   3.63062E-05   1.21554E+01  -1.20925E+01  -1.24427E+00  -2.20750E-04   3.60722E-05  -3.65928E-06   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:36.681    -449.00000    3700.25654     319.80038      68.08924     240.28134       3.38278     126.65944     284.79465   9.21262E-02  -4.26176E+00  -9.11334E-01   4.35909E+00   1.13754E-03   4.31317E-05   3.56777E-05   1.21300E+01  -1.20676E+01  -1.23837E+00  -2.13610E-04   4.31836E-05   4.57787E-06   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:37.681    -448.00000    3699.31954     318.87808      68.15392     240.24697       3.38056     126.63858     284.79465   9.17172E-02  -4.26281E+00  -9.09617E-01   4.35974E+00   1.13674E-03   4.57226E-05   3.59465E-05   1.21047E+01  -1.20427E+01  -1.23257E+00  -3.05680E-04  -4.89150E-05  -7.61213E-06   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:38.681    -447.00000    3698.38429     317.95750      68.21862     240.21241       3.37861     126.61765     284.79466   9.13032E-02  -4.26385E+00  -9.07906E-01   4.36040E+00   1.13658E-03   4.77924E-05   3.67562E-05   1.20794E+01  -1.20178E+01  -1.22670E+00  -1.56570E-04   1.00166E-04   2.63593E-05   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:39.681    -446.00000    3697.45078     317.03875      68.28335     240.17766       3.37667     126.59666     284.79467   9.08914E-02  -4.26490E+00  -9.06189E-01   4.36106E+00   1.13538E-03   4.93882E-05   3.55316E-05   1.20540E+01  -1.19929E+01  -1.22087E+00  -2.08740E-04   4.79679E-05   1.36179E-05   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:40.681    -445.00000    3696.51902     316.12182      68.34811     240.14273       3.37444     126.57561     284.79467   9.04823E-02  -4.26594E+00  -9.04474E-01   4.36171E+00   1.13716E-03   4.93566E-05   3.76933E-05   1.20287E+01  -1.19681E+01  -1.21508E+00  -3.13660E-04  -5.69807E-05   2.24107E-05   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:41.681    -444.00000    3695.58901     315.20650      68.41290     240.10760       3.37250     126.55450     284.79468   9.00598E-02  -4.26698E+00  -9.02759E-01   4.36236E+00   1.13673E-03   5.10489E-05   3.94439E-05   1.20034E+01  -1.19432E+01  -1.20912E+00  -1.93630E-04   6.30207E-05   2.24645E-06   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:42.681    -443.00000    3694.66075     314.29276      68.47771     240.07227       3.37028     126.53333     284.79469   8.96387E-02  -4.26802E+00  -9.01049E-01   4.36302E+00   1.13572E-03   5.16672E-05   3.69771E-05   1.19782E+01  -1.19185E+01  -1.20317E+00  -3.09740E-04  -5.31178E-05  -2.90497E-06   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    2001-12-05T04:49:43.681    -442.00000    3693.73425     313.38078      68.54255     240.03676       3.36833     126.51209     284.79470   8.92383E-02  -4.26905E+00  -8.99343E-01   4.36367E+00   1.13633E-03   5.30910E-05   3.73610E-05   1.19531E+01  -1.18938E+01  -1.19751E+00  -1.51860E-04   1.04734E-04  -7.61211E-06   0.00000E+00   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   2.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
